user_name	date	count	v1count	blankcount
-jha-	2011-01-23	13	6	0
1248	2009-12-09	1	0	0
1masha	2015-05-08	1	1	0
2snm1	2013-12-01	1	1	0
42429	2010-04-08	2	0	0
42429	2011-04-21	77	0	0
5EE	2009-09-06	157	0	0
@peterokwara	2015-09-04	449	449	0
A O	2011-05-28	1	0	0
A Solution Co Ltd	2013-09-27	5	5	0
AKDharam	2015-08-10	362	362	0
Aaliyah Lakeman	2014-11-25	24	24	0
Abbasjnr	2015-09-04	12	12	0
Abhay Gupta	2015-08-10	201	194	0
Abungu	2011-09-01	20	20	0
Accurimbono	2009-01-24	1109	90	0
Ahmed Wurie	2015-05-06	1	1	0
Aikus	2012-05-18	2	2	0
Aikus	2012-05-19	6	6	0
Aleks-Berlin	2014-11-26	1	0	0
Aleks-Berlin	2015-07-29	1	0	0
Aleks-Berlin	2015-11-11	1	0	0
Aleks-Berlin	2015-11-15	1	0	0
Aleks-Berlin	2015-11-21	1	0	0
Aleks-Berlin	2015-11-28	1	0	0
Aleks-Berlin	2016-01-09	1	0	0
Alex Masita	2013-12-28	10	10	0
AlexSeyf	2015-08-10	20	18	0
AlexSeyf	2015-08-11	273	265	0
Alienx	2013-05-11	7	7	0
Alienx	2013-05-21	15	15	0
Alienx	2013-05-22	3	3	0
Alienx	2015-03-03	38	34	0
Alienx	2015-04-29	1	1	0
Allan Lykke Christensen	2011-11-02	12	5	0
Amaroussi	2014-08-04	1	0	0
AmiFritz	2012-12-24	185	90	0
AmiFritz	2012-12-27	32	32	0
Amitkasat	2015-08-10	233	197	0
Amrish Shah	2013-12-20	5	5	0
AndrewBuck	2011-08-20	29	18	0
AndrewBuck	2011-09-07	1257	1253	0
AndrewBuck	2013-08-26	72	37	0
Anne Qoey	2014-11-25	502	494	0
Anne Qoey	2014-11-26	572	563	0
Anne Qoey	2014-11-27	294	294	0
Anne Qoey	2014-11-28	376	375	0
Anne Qoey	2014-12-01	40	40	0
AnthonyKariuki	2015-03-30	4	4	0
AnyFile	2016-01-12	457	456	1
Apollowokabi12	2011-06-21	2	1	0
Aramsh	2015-08-20	158	141	0
Aredhel	2012-08-09	1	0	0
Arel Cordero	2015-08-20	213	90	0
ArizonaMapper	2015-09-29	6	6	0
ArjanO	2013-09-23	19	15	0
Atuti	2012-02-22	13	0	0
Auma Tom	2011-06-21	52	52	0
Aurimas Fišeras	2014-05-16	10	4	0
Ayub Gitonga	2011-09-01	1	0	0
BCNorwich	2012-07-02	2	0	0
BCNorwich	2013-08-19	113	32	0
BZVPNR	2015-11-25	20	20	0
Baruch	2009-06-19	1	0	0
Basstoelpel	2012-09-07	171	171	7
Ben VdA	2012-06-14	29	29	0
Bentez	2011-09-14	177	176	0
Bentez	2011-09-26	164	163	0
Bentez	2011-09-27	230	177	0
Bentez	2011-10-19	12	12	0
Bernard Njenga	2011-06-21	21	20	0
Bernard Njenga	2011-06-22	9	0	0
Bertrand Fan	2015-08-20	214	196	0
Betzema	2015-02-12	26	26	0
BiIbo	2009-02-14	3	0	0
Bigglefaffer	2009-05-10	14	0	0
Blasio	2010-04-08	11	8	0
Blasio	2010-04-14	14	10	0
Blasio	2010-04-16	3	1	0
Blasio	2010-04-27	11	5	0
Blasio	2010-04-30	58	37	0
Blasio	2010-06-08	32	6	0
Blasio	2011-04-07	26	17	0
Blasio	2011-04-18	48	44	0
Blasio	2011-05-09	35	0	0
Blasio	2011-05-10	3	2	0
Blasio	2011-05-23	1	0	0
Blasio	2011-05-25	18	10	0
Blasio	2011-10-03	67	55	0
Blasio	2011-10-06	113	109	0
Blasio	2011-11-01	153	136	0
Blasio	2011-11-11	613	611	0
Blasio	2011-11-12	176	164	0
Blasio	2011-11-28	171	128	0
Blasio	2011-11-30	257	245	0
Blasio	2011-12-07	12	3	0
Blasio	2011-12-14	156	146	0
Blasio	2011-12-15	650	534	0
Blasio	2012-02-27	49	16	0
Blasio	2012-02-28	76	4	0
Blasio	2012-03-06	308	220	0
Blasio	2012-03-08	404	118	0
Blasio	2012-03-09	26	10	0
Blasio	2012-03-12	236	234	0
Blasio	2012-03-19	458	149	0
Blasio	2012-03-26	18	18	0
Blasio	2012-07-02	91	57	0
Blasio	2012-08-27	114	60	0
Blasio	2012-11-07	113	99	0
Blasio	2012-11-16	403	373	0
Blasio	2012-11-20	577	564	2
Blasio	2012-11-21	350	281	0
Blasio	2012-11-27	175	117	0
Blasio	2012-12-05	7	1	0
Blasio	2012-12-13	5	5	0
Blasio	2013-01-11	38	26	0
Blasio	2013-01-23	50	5	0
Blasio	2013-01-24	16	4	0
Blasio	2013-01-25	7	0	0
Blasio	2013-01-31	13	4	0
Blasio	2013-04-08	2	2	0
Blasio	2013-05-08	27	27	0
Blasio	2013-05-09	69	68	0
Blasio	2013-05-10	39	27	0
Blasio	2013-05-29	3	0	0
Blasio	2013-05-30	35	0	0
Blasio	2013-05-31	41	0	0
Blasio	2014-01-27	90	87	0
Blasio	2014-03-07	33	24	0
Blasio	2014-03-13	224	155	0
Blasio	2014-03-14	5	2	0
Blasio	2014-03-17	1	0	0
Blasio	2014-03-18	63	33	0
Blasio	2014-04-28	216	76	0
Blasio	2014-04-30	17	3	0
Blasio	2014-06-06	35	18	0
Blasio	2014-06-19	17	9	0
Blasio	2014-06-24	13	6	0
Blasio	2014-06-27	7	5	0
Blasio	2014-07-01	11	4	0
Blasio	2014-07-06	5	5	0
Blasio	2014-07-07	20	8	0
Blasio	2014-07-08	40	6	0
Blasio	2014-07-11	1	0	0
Blasio	2014-07-14	9	6	0
Blasio	2014-07-15	47	7	0
Blasio	2014-07-16	5	0	0
Blasio	2014-07-18	2	0	0
Blasio	2014-07-22	19	1	0
Blasio	2014-07-25	7	3	0
Blasio	2014-07-28	8	3	0
Blasio	2014-07-31	53	0	0
Blasio	2014-08-01	20	0	0
Blasio	2014-08-05	133	125	0
Blasio	2014-08-06	28	0	0
Blasio	2014-08-07	32	0	0
Blasio	2014-08-08	30	0	0
Blasio	2014-08-12	42	0	0
Blasio	2014-08-13	21	0	0
Blasio	2014-08-15	10	0	0
Blasio	2014-08-20	53	39	0
Blasio	2014-08-22	53	0	0
Blasio	2014-08-25	44	0	0
Blasio	2014-08-27	2	0	0
Blasio	2014-08-29	2	0	0
Blasio	2014-09-01	239	228	0
Blasio	2014-09-09	1	0	0
Blasio	2014-09-12	11	0	0
Blasio	2014-09-23	3	2	0
Blasio	2014-10-08	190	119	0
Blasio	2014-10-28	1	0	0
Blasio	2015-04-16	63	28	0
Blasio	2015-05-07	2	2	0
Blasio	2015-09-10	9	5	0
Blasio	2015-11-06	28	12	0
Blasio	2015-11-16	110	97	0
Blasio	2015-11-19	114	49	0
Blasio	2015-11-20	363	78	0
Blasio	2015-11-23	398	159	0
Blasio	2015-11-24	218	172	0
Blasio	2015-11-25	291	83	0
Blasio	2015-11-27	485	192	0
Blasio	2015-11-30	70	21	0
Blasio	2015-12-02	37	7	0
Brian Herbert	2015-01-19	33	32	0
Brio	2011-02-04	1	1	0
Bryan Maxwell	2015-08-10	275	274	0
Bryce C Nesbitt	2011-11-16	9	0	0
Bryce C Nesbitt	2013-07-29	1	0	0
Bryce C Nesbitt	2013-08-21	1	0	0
Bryce C Nesbitt	2013-10-08	1	0	0
CPM	2011-09-02	31	17	1
CaptMAB	2015-11-23	8	6	0
Central America	2015-11-09	4	4	0
Cephas Nderi	2014-09-18	35	35	0
CharlieOscar	2013-01-20	4	4	0
Chasia	2011-12-05	2	2	0
Chetan_Gowda	2015-09-08	9	1	0
Chief_	2015-03-28	29	15	0
Chip Kingsbury	2011-09-26	2	1	0
ChrissW-R1	2015-12-19	2	0	0
Christian Ledermann	2010-07-06	1	1	0
Christian Ledermann	2010-07-07	9	4	0
Christian Ledermann	2010-07-08	15	5	0
Christian Ledermann	2010-07-09	13	11	0
Christian Ledermann	2010-07-10	4	4	0
Christian Ledermann	2010-07-12	24	3	0
Christian Ledermann	2010-07-19	46	24	0
Christian Ledermann	2010-07-21	22	16	0
Christian Ledermann	2010-07-22	8	8	0
Christian Ledermann	2010-07-23	1	0	0
Christian Ledermann	2010-07-26	10	9	0
Christian Ledermann	2010-08-02	1	0	0
Christian Ledermann	2010-08-04	7	7	0
Christian Ledermann	2010-08-05	3	3	0
Christian Ledermann	2010-08-16	138	104	1
Christian Ledermann	2010-08-18	13	11	0
Christian Ledermann	2010-08-21	2	2	0
Christian Ledermann	2010-09-02	1	1	0
Christian Ledermann	2010-09-03	2	2	0
Christian Ledermann	2010-12-21	9	4	0
Christian Ledermann	2011-02-11	11	9	0
Christian Ledermann	2011-02-14	34	29	0
Christian Ledermann	2011-02-17	20	0	0
Christian Ledermann	2011-02-19	8	7	0
Christian Ledermann	2011-09-30	30	30	0
Christian Ledermann	2011-10-10	43	26	0
Christian Ledermann	2012-10-02	18	17	0
Christian Ledermann	2012-12-17	24	24	0
Christian Ledermann	2012-12-25	1	1	0
Christian Ledermann	2013-01-21	7	6	0
Christian Ledermann	2013-03-15	36	34	0
Christian Ledermann	2013-05-25	19	19	0
Christian Ledermann	2013-06-06	6	6	0
Christian Ledermann	2013-06-24	2	2	0
Christian Ledermann	2013-07-05	39	21	0
Christian Ledermann	2013-07-10	6	1	0
Christian Ledermann	2013-07-12	55	51	0
Christian Ledermann	2013-07-15	10	8	0
Christian Ledermann	2013-08-29	1	1	0
Christian Ledermann	2014-01-02	9	9	0
Christian Ledermann	2014-01-06	14	14	0
Christian Ledermann	2014-01-07	31	31	0
Christian Ledermann	2014-01-20	32	32	0
Christian Ledermann	2014-01-27	46	46	0
Christian Ledermann	2014-01-28	13	13	0
Christian Ledermann	2014-01-30	14	14	0
Christian Ledermann	2014-02-03	5	5	0
Christian Ledermann	2014-02-11	2	2	0
Christian Ledermann	2014-02-27	234	234	0
Christian Ledermann	2014-11-17	8	8	0
Christian Ledermann	2015-04-15	20	20	0
Claudius Henrichs	2010-01-14	211	0	0
Claudius Henrichs	2010-08-21	65	0	0
Claudius Henrichs	2010-10-24	1	0	0
Claudius Henrichs	2010-11-27	2	0	0
Claudius Henrichs	2015-04-19	1	0	0
Claudius Henrichs	2015-05-15	1	0	0
ColinMarquardt	2010-01-13	14	0	0
ColinMarquardt	2011-04-19	1	0	0
Collins Nyamunga	2015-12-11	7	7	0
ConnorLeech	2014-02-22	7	7	0
Cristina11	2015-11-08	9	9	0
CvR	2008-03-26	2	0	0
DK_VJCS	2015-07-08	1	0	0
Daniel Otieno	2011-08-31	142	125	0
Daniel Otieno	2011-10-24	88	75	0
Daniel Otieno	2011-10-25	136	88	0
Daniel Otieno	2011-12-06	29	19	0
Daniel Otieno	2013-05-09	26	26	0
Daniel Otieno	2013-05-10	26	26	0
Daniel Otieno	2013-08-29	1	0	0
Daughty	2012-05-31	131	122	0
Dave Northumberland	2009-06-17	1	0	0
Dave Stanley	2015-10-22	62	62	0
Dave Stanley	2015-11-14	31	30	0
Dave Stanley	2016-01-16	1	1	0
Dave W Farthing	2008-06-30	14	7	0
David Lemayian	2014-09-25	29	9	0
David Lemayian	2015-12-24	161	86	0
David Nzalu	2012-05-10	7	6	0
David Nzalu	2012-05-11	10	9	0
David Nzalu	2012-06-12	32	31	0
David Nzalu	2012-07-10	15	12	0
David Peters	2014-08-27	2	2	0
Deed91	2011-10-03	19	18	0
Deed91	2012-01-05	25	23	0
Deed91	2012-01-07	34	34	0
Deed91	2012-10-12	28	26	0
Deed91	2013-02-07	345	325	0
Deed91	2013-03-01	2	2	0
Deed91	2013-09-13	58	58	0
Deed91	2015-06-06	47	46	0
Deepalakshmi Dharani	2015-08-11	138	135	0
Dennis Omondi	2014-09-18	1	1	0
DennisOdhiambo	2013-11-23	37	20	0
Dessale	2014-11-24	4	2	0
DiveFlyer007	2015-10-15	5	4	0
DiveFlyer007	2015-10-21	2	2	0
DnaX	2013-05-29	4	4	0
Dommel	2010-02-03	1	0	0
