username	uid	count	places
ahmadhusseini	477745	1	london
ahmadn3na3	1455614	1	cairo
ahmadzakaria	689833	1	jakarta
ahmaleki	650994	1	losangeles
ahmed mohamed	929850	1	cairo
ahmedadn	2758313	1	jerusalem
ahmedch	1938448	1	paris
ahmedhelal1991	565681	1	cairo
ahmedokcu	1222188	1	istanbul
ahmedrshdy	122345	1	cairo
ahmedvesa	893624	1	cairo
ahmetbuga	1211650	1	istanbul
ahmetd	3297639	1	cyprus
ahmetmert	2456323	1	istanbul
ahmety	1948001	1	istanbul
ahmpro	345632	1	moscow
ahmster	178790	1	paris
ahmucak	425350	1	istanbul
ahne	2241911	1	berlin
ahoj72	687013	1	berlin
ahpettit	1788844	1	kathmandu
ahsamuel	68920	2	berlin,paris
ahub	989011	1	mumbai
ahule	18356	1	moscow
ahuvial	1622260	1	jerusalem
ahv58	1798040	1	amsterdam
ahzhen	2933435	1	bayarea
aibacache	258750	1	santiago
aibacachereyes	593332	1	santiago
aibantat	268263	1	tokyo
aibi	321412	1	berlin
aibraheem	3498183	1	jerusalem
aiconic	3027338	1	auckland
aidanmmiller	2903935	1	haiti
aidedecamp	843826	2	london,manchester
aidee2000	2871153	1	haiti
aidmcgin	937490	1	london
aighes	110639	29	amsterdam,auckland,bayarea,berlin,boston,buenosaires,crimea,cyprus,haiti,istanbul,jakarta,jerusalem,kathmandu,london,losangeles,manchester,miami,montevideo,montreal,moscow,mumbai,newyork,quebec,paris,santiago,seattle,sydney,toronto,vancouver
aiglemed	1531598	1	newyork
aiki_1000	367310	3	barcelona,london,paris
aikido	2347218	1	barcelona
aikipooh	2360305	1	moscow
aikon	44329	1	berlin
ail68	576024	1	minsk
ail68es	576028	1	minsk
ailmetov	401487	1	moscow
ailyinykh	2847151	1	crimea
aimhighfly	3306779	1	newyork
aimyme	663789	1	tokyo
ainarodriguez	601568	1	barcelona
aindigo77	392985	1	moscow
aingeru_ganjie	1204430	1	mexicocity
ainisil	2358173	1	santiago
ainiw	2638463	1	amsterdam
air6iM2faK8beP8fI8fEegg6iRg4iK	2087800	1	berlin
air_hic	661567	1	paris
airalcorn2	652220	1	chicago
airblender	2627160	1	moscow
airdaniel	1976562	1	berlin
airear_com	2097321	1	buenosaires
airheads	570895	1	vancouver
airlifter	164989	4	jerusalem,lasvegas,newyork,toronto
airman41	1957387	1	barcelona
airp3	449691	1	auckland
airpilot	3075784	1	moscow
airplane121	1618477	1	bayarea
airsurf	137461	1	losangeles
airv	504933	1	paris
aisaksen	516261	1	newyork
aisasn	509637	1	crimea
aischorr	2684250	1	jerusalem
aishling	627604	1	newyork
aistone	1916412	1	boston
aisv	401422	1	minsk
aitchaitch	351518	1	sydney
aithuia	2863446	1	kathmandu
aitolos	653	5	barcelona,berlin,cyprus,istanbul,tirana
aitortersio	1727040	1	barcelona
aivandic1020	2869446	1	barcelona
aiwas	2005701	1	tokyo
aizawa	3320021	1	tokyo
aj-fowi	3430699	1	berlin
aj_srini	1224490	1	mumbai
aja	33387	1	amsterdam
ajaiswal	291918	1	mumbai
ajak	87877	1	toronto
ajan85	2770223	1	toronto
ajank	19002	5	berlin,crimea,minsk,montreal,newyork
ajantriks	1751211	1	kathmandu
ajashton	135329	27	amsterdam,auckland,barcelona,bayarea,boston,buenosaires,chicago,crimea,haiti,istanbul,jerusalem,lasvegas,london,losangeles,mexicocity,miami,montevideo,montreal,moscow,newyork,paris,rio,seattle,seoul,tokyo,toronto,vancouver
ajax63	61809	1	manchester
ajaxsf	3128772	1	bayarea
ajaya	140188	1	bayarea
ajayam	764069	1	kathmandu
ajayss	229990	1	bayarea
ajb1102	2175636	1	newyork
ajbaudio	3448481	1	chicago
ajbkh	426272	1	rio
ajcadoo	2254507	1	losangeles
ajclements	296644	4	bayarea,losangeles,newyork,vancouver
ajeba	167616	2	berlin,haiti
ajeyandra	2901236	1	kathmandu
ajf396	474321	1	sydney
ajfroggie	461074	2	miami,newyork
ajhartig26	2682105	1	chicago
ajhhfeds	596756	1	london
ajholguin	1437965	1	bayarea
aji8ful	1843480	1	newyork
ajithkarunaratne	2266634	6	cairo,crimea,cyprus,haiti,jerusalem,kathmandu
ajk	227502	4	bayarea,mexicocity,moscow,tirana
ajmackay	528901	1	london
ajmas	28593	1	montreal
ajmolis	679234	1	losangeles
ajnoel9	3274531	1	bayarea
ajnouri	1424220	1	paris
ajobike	2499568	1	barcelona
ajoessen	153031	5	amsterdam,berlin,london,paris,vancouver
ajojo	3255937	1	jerusalem
ajose	3449171	1	rio
ajp997	2307473	1	paris
ajrnz	3005588	1	london
ajrobb	445530	1	london
ajsalix	2619595	1	boston
ajshoaib	3395716	1	haiti
ajtag	168301	1	tokyo
ajtr2	1598823	1	london
ajturner	3792	1	jerusalem
ajulien	691128	1	paris
ajundjoen	1821122	1	jakarta
ajuradoperez	625997	1	barcelona
ajurries	2020560	1	bayarea
ajvol	163023	3	crimea,minsk,moscow
ak1	520428	1	london
ak10	481629	1	tokyo
ak1992	196995	1	vancouver
ak59	2238742	1	berlin
ak72rus	391133	1	moscow
ak_el	3077292	1	berlin
ak_schweitzer	2575370	1	tokyo
aka12	2530521	1	yaounde
aka_STInG	643488	1	minsk
akajom	1760678	1	berlin
akaldas	2857001	1	kathmandu
akana	719799	1	toronto
akandschur	1712919	1	berlin
akaniji	582730	1	tokyo
akaphantom	381703	1	moscow
akarin	1522062	1	tokyo
akarnick	655700	1	toronto
akash chandran 4585	2878004	1	kathmandu
akash875	2482211	1	mumbai
akashihi	176819	1	berlin
akashyap	3165248	1	nairobi
akasped	83079	1	newyork
akaverin	1239930	1	vancouver
akazakou	360521	1	minsk
akban	849919	1	jerusalem
akbars	354353	1	moscow
akbmag	3117939	1	moscow
akbo	351645	3	berlin,london,vancouver
akc360	2744996	1	london
akdegraff	1653463	1	kathmandu
akdes	1979961	1	berlin
akedon	100422	1	tokyo
akent	8771	1	sydney
akerimcapar	3398375	1	istanbul
akhazan	1476553	1	newyork
akhilsai	2910514	1	mumbai
akhosroshahi	982688	1	losangeles
akhuraskin	548460	1	newyork
aki7777777	3513818	1	tokyo
akicyan	1948258	1	tokyo
akihiro	424571	2	seoul,tokyo
akikuchi	993054	1	tokyo
akilsevim	2371854	1	istanbul
akimi_kawa	3192778	1	tokyo
akira228	2143063	1	tokyo
akirasan	313667	1	barcelona
akirasujin	597297	1	seoul
akiratka	598314	1	tokyo
akiuehaha	1752539	1	newyork
akiyamamio	2796256	1	montreal
akkatracker	605833	1	sydney
akkinator	692654	1	berlin
akks	291666	2	crimea,moscow
akkshar	2879354	1	kathmandu
akkyinfinity	602789	1	tokyo
akladnig	29310	1	sydney
aklomp	800677	1	sydney
akmits	574570	1	mumbai
akmofo	196163	1	lasvegas
akmtshsk	2846270	1	tokyo
aknxy	939649	1	istanbul
akobelan	161831	1	montreal
akobet	550406	1	newyork
akode	304503	1	paris
akoffice	1954785	1	berlin
akolmogorov	797742	1	mexicocity
akoneko	2760956	1	tokyo
akorman	196118	1	losangeles
akoruno	313215	1	moscow
akosmato	672697	1	cyprus
akoszal	3038285	1	newyork
akoullapis	551288	1	cyprus
akp803	2403703	1	losangeles
akraft	142489	2	bayarea,berlin
akre	272085	1	paris
akrep4ever	283991	1	berlin
akrstreet	474214	1	berlin
akrus	418018	2	cyprus,moscow
akryll	1769217	1	moscow
aks007	2522099	1	crimea
aks46	460348	2	crimea,moscow
akselx	73282	1	bayarea
akshanish	604711	1	kathmandu
akshay nikam	2891079	1	mumbai
akshay shirke	2482723	1	mumbai
akshay14700	1745129	1	mumbai
akshay19	2891072	1	mumbai
akshaykhot	3367891	1	mumbai
akspmro	1251277	1	mumbai
akt-ktm	1068714	1	tokyo
aktasss29	2202526	1	istanbul
aktnir	2139408	1	vancouver
aktus	51856	1	berlin
akubota	2990401	1	losangeles
akuckartz	188636	1	cairo
akutlay	1923386	1	istanbul
akvashi	690985	1	newyork
akwa38	458787	2	crimea,moscow
akwebb1	177060	1	newyork
akweykan	2191263	1	boston
al solo	2337129	1	buenosaires
al-	1638367	1	paris
al-on	553111	1	jerusalem
al007	377085	2	crimea,moscow
al3	350903	1	buenosaires
al56	458266	1	moscow
alMaximAL	869068	2	istanbul,london
al_t	97374	1	london
alaa tamimi	3403572	1	haiti
alabama83	541593	1	berlin
aladds	128204	1	london
alae001	79154	1	sydney
alain ISARD	1752653	1	paris
alain trus	563660	1	paris
alain2003	578772	1	yaounde
alain78t	153429	1	paris
alain_magneville	495222	1	paris
alainass	1448510	1	paris
alainchiasson	2247283	1	montreal
alaing	376357	1	jerusalem
alainsebban	1043387	1	paris
alajouanine	1609554	1	london
alalongue	40140	1	berlin
alan Lane	170406	1	london
alan1209	423913	1	berlin
alan25	1707226	1	yaounde
alan55	1535260	1	london
alan56	308558	1	manchester
alan@menzies	2274727	1	london
alan_tammy	470965	1	london
alan_w_george	1212951	1	bayarea
alanak	905052	1	bayarea
alanatmalan	2626322	1	london
alaneos777	2544559	1	mexicocity
alangard	1179400	2	chicago,newyork
alanscoachdriver	146710	1	london
alanscottwalker	317431	1	chicago
alansingfield	230225	1	manchester
alansumm	1533379	1	london
alantan	487084	1	jerusalem
alantw	449884	1	manchester
alanwe	1878864	1	buenosaires
alanzo	2914787	1	newyork
alapat	1109322	1	paris
alarafat12	2325707	1	london
alarobric	525369	1	vancouver
alassetter	566265	1	miami
alau	224003	1	barcelona
alaubry	250544	1	paris
alaybourn	1899669	1	boston
alban15	3081517	1	paris
albanoalfredo	337936	1	rio
albany	310093	1	berlin
albatrosary	2194345	1	tokyo
albbaynei	531708	1	paris
albert3801	1948504	1	sydney
albert77	658480	1	barcelona
albertchang84	3364467	1	losangeles
albertedward	488651	1	cairo
alberthat	178188	1	sydney
albertinisuel	1570974	1	moscow
albertino	499281	1	amsterdam
albertkun	216792	2	bayarea,tokyo
albertmas	1340068	1	barcelona
alberto4cloud	1946335	1	barcelona
albertoborrame	585298	1	barcelona
albertochispa	362954	1	berlin
albertocos	171854	1	rio
albertoknox	321022	1	berlin
albertoq	527105	3	london,miami,newyork
albertux	118185	1	amsterdam
albesoon	2561770	1	mexicocity
albhasan	2865838	1	kathmandu
albina@tu	3370356	1	berlin
albinfo	3435656	1	tirana
albjorgui	230487	1	barcelona
albornozger	2601849	1	buenosaires
albrandwood	316907	1	newyork
albu77	3306460	1	paris
alc1784	356377	1	barcelona
alcalc	32427	1	london
alcober	324739	1	barcelona
alcortes	599581	1	mexicocity
aldenmcallister	2416116	1	seattle
aldentea	438552	1	tokyo
alderan	1432869	1	paris
aldiaur	2695729	1	seattle
aldimond	250336	2	chicago,seattle
aldoct	923271	2	auckland,paris
aldoenzo	2741557	1	mexicocity
aldogl	1955993	1	santiago
aldude_map	387411	1	losangeles
aldybackpacker	484963	1	haiti
ale-ele	1738837	1	moscow
ale-map	410592	1	london
ale7	1237812	1	barcelona
aleami	3147055	1	mexicocity
aleandres	937676	1	santiago
alebd3	2386591	1	jerusalem
alecaserez	658789	1	buenosaires
alecdhuse	214103	2	lasvegas,seoul
alech	50071	2	berlin,istanbul
aleciuc	2864736	1	kathmandu
alecjcook	169215	1	manchester
alecs	11810	3	crimea,moscow,toronto
aledeg	748361	1	montreal
aledeniz	2300793	1	london
aleee:D	500362	1	buenosaires
aleene	574055	1	paris
alefpiro	1942262	1	montevideo
alegenebl	2380611	1	berlin
alegri	2874332	1	kathmandu
alegria6208	64756	1	berlin
aleguiss	2681961	1	santiago
alegzz	2008114	1	moscow
aleishaj	344257	1	seattle
alej0	116494	1	paris
alejandrabello	3229556	1	buenosaires
alejandroflores	1759442	1	newyork
alejandrogiacometti	584652	1	london
alejandrops	2178238	1	buenosaires
alejandroscf	31829	1	paris
alejandrossalon	2110796	1	miami
alejandrotorres	2628006	1	chicago
alejher	1029043	1	santiago
alek1983	2683198	1	minsk
alekc ergo	3068823	1	crimea
alekd25	184015	1	buenosaires
alekipp	516836	1	berlin
alekms07	460091	1	santiago
alekno	425156	1	kathmandu
aleks1975	346187	1	crimea
aleks203	370531	1	moscow
aleks555556	3231015	1	crimea
aleks_at_co_up	2501561	1	berlin
aleksandr1993	1223229	1	crimea
aleksandrvladimirskiy	1722876	1	bayarea
aleksb	73996	1	moscow
aleksbank	370198	1	moscow
aleksdeg	3249065	1	london
aleksey	72982	1	crimea
aleksey_ischenko	2729150	1	moscow
alekseyks	963358	1	crimea
alekuy	411723	1	montevideo
alelache	337629	1	paris
alele-g	661581	1	paris
alemachelli	62166	1	buenosaires
alemeli	526369	1	santiago
alemitrani	2305056	1	santiago
alemoka	3120456	1	douala
alenaerm94	2542103	1	minsk
alenalight	1075879	1	minsk
alenam	1880825	1	minsk
alenashusha	3533911	1	minsk
alenmahovic	493606	2	istanbul,jerusalem
alenyquebec	2705670	1	quebec
aleonarcher	2338996	1	minsk
aleonard	595507	1	seattle
aleph7	1907768	1	vancouver
alermo77	2269388	1	london
alerque	123129	2	istanbul,london
alesarrett	1716320	1	kathmandu
aleshinskaya	489623	1	boston
aleskey	487811	1	moscow
alessandra839	1361327	1	newyork
alessioz	24966	2	barcelona,paris
alester	307202	27	auckland,barcelona,bayarea,berlin,boston,haiti,istanbul,jakarta,jerusalem,kathmandu,london,losangeles,manchester,mexicocity,miami,montreal,moscow,nairobi,newyork,quebec,paris,santiago,seattle,tirana,tokyo,toronto,vancouver
alester_imports	699288	4	bayarea,losangeles,newyork,vancouver
aletoscano	2457332	1	buenosaires
alets	3348609	1	mexicocity
alevie	330299	1	berlin
alevy	588062	1	london
alex 18	680742	1	moscow
alex bodnaru	69477	1	jerusalem
alex-allesganztoll	3376696	1	berlin
alex-ch	1755709	1	minsk
alex-map	30383	6	chicago,crimea,haiti,istanbul,miami,toronto
alex-vak	1123478	1	moscow
alex-vpn	3055249	1	crimea
alex001	128615	1	moscow
alex060826	127084	1	moscow
alex123432	2182165	1	manchester
alex164	428218	2	jerusalem,moscow
alex2010	374355	1	moscow
alex6999	128045	1	toronto
alex7113	2338997	1	jerusalem
alex720208	1778688	1	moscow
alex73	76410	1	minsk
alex857	2051578	1	paris
alex85nrw	719620	1	berlin
alex912	284335	1	berlin
alex@loutron	24009	1	paris
alexG21	1315916	1	crimea
alexGl	1256925	1	cyprus
alex_1959	2417517	1	jerusalem
alex_42	91229	1	berlin
alex___	614988	1	crimea
alex_aa	2361376	1	moscow
alex_demidov	2531306	1	moscow
alex_druzhba	170414	1	minsk
alex_k1	1068068	2	crimea,moscow
alex_konstantino	681911	4	amsterdam,berlin,minsk,moscow
alex_krim	2556985	1	crimea
alex_lorenzo	3198403	1	barcelona
alex_mohr	1557485	1	seattle
alex_null	846127	1	minsk
alex_ordnz	615387	1	london
alex_rush	881454	1	london
alex_see	2005876	1	minsk
alexa7394	2217372	1	rio
alexaforever	202774	1	haiti
alexan059	1028928	1	berlin
alexander2010	354739	1	berlin
alexanderW	462898	7	berlin,lasvegas,london,moscow,newyork,paris,sydney
alexander_crazy	217709	1	minsk
alexanderchen	3400042	1	losangeles
alexanderkasten	2127655	1	berlin
alexanderlyd	2422222	1	london
alexanderplatz	2931481	1	berlin
alexandr-777	1039013	1	moscow
alexandra_aiello	2599347	1	newyork
alexandre_willame	2390804	1	montreal
alexandrecontato	811318	1	rio
alexandrlipovka	599739	1	minsk
alexandrolastra	3119096	1	mexicocity
alexbedolla	569881	1	losangeles
alexber220	575176	1	moscow
alexbilbie	350442	1	london
alexbodn	1495030	1	jerusalem
alexbrooks	1140796	1	london
alexcarruthers	1207127	1	montreal
alexcastillokesper	908946	2	losangeles,newyork
alexcfer	1835447	1	rio
alexcorrie	2312391	1	losangeles
alexcox	2858697	1	newyork
alexdok	1823715	1	minsk
alexdumper	388358	1	moscow
alexdw	993631	1	london
alexed1	1979525	1	bayarea
alexej busko	1778945	1	minsk
alexelf	2122325	1	london
alexen	678797	1	moscow
alexey-jp	2087145	1	tokyo
alexey123	212970	1	moscow
alexey_aymf	671589	1	crimea
alexey_zakharenkov	2580205	1	moscow
alexeysm	232020	1	moscow
alexeyvs	440540	1	moscow
alexeyvsm	513443	1	london
alexfm	1877452	1	rio
alexfocus	590046	1	moscow
alexfrol	12184	3	cairo,moscow,tokyo
alexgmcm	2803900	1	haiti
alexgroverinc	2978523	1	boston
alexhixon	122067	1	sydney
alexhnyc	1201835	1	newyork
alexibu	1909876	1	sydney
alexinc	290619	1	moscow
alexis collao	1738800	1	santiago
alexis josy	423070	1	haiti
alexis karmowski	1432352	1	paris
alexis0612	1444768	1	buenosaires
alexis55	2484959	1	cyprus
alexis78	359224	1	paris
alexisd	1476	1	paris
alexisdc	359602	1	buenosaires
alexishopkins	923245	1	seattle
alexisleps	2876550	1	paris
alexkarta	344430	1	moscow
alexko	305075	1	moscow
alexkon	199240	1	cyprus
alexmasz	621678	1	crimea
alexmath	920095	1	montreal
alexmcroberts	1460176	1	vancouver
alexmhdz	2282888	1	mexicocity
alexmkv	288800	2	cyprus,moscow
alexmonk	936499	1	berlin
alexmuller	321841	1	london
alexmurphy	582348	1	moscow
alexnevsky	1716640	1	sydney
alexoub	172155	1	paris
alexp05	2926806	1	berlin
alexpapeh	1192269	1	tokyo
alexpapeh2	1755502	1	tokyo
alexpdm	3051497	1	berlin
alexpopov0	3030069	1	minsk
alexpro01	523792	1	seattle
alexrk	18595	1	berlin
alexrudd	5611	6	boston,chicago,losangeles,mexicocity,newyork,santiago
alexrudd (NHD)	130794	1	chicago
alexrudd2	439605	1	chicago
alexs2015	2852999	1	minsk
alexs3d2	521321	1	cyprus
alexsaf	81821	4	bayarea,crimea,haiti,moscow
alexsbygaga	3116462	1	minsk
alexschrank	699357	1	losangeles
alexst	224244	1	toronto
alexstrannik12	702148	1	crimea
alexsv	1206177	1	jerusalem
alext29	3128494	3	bayarea,boston,newyork
alextacy	289689	1	jakarta
alextourre	2580055	1	haiti
alexugrin	2260386	1	bayarea
alexupton	3407203	1	newyork
alexussery	2883250	1	kathmandu
alexv	177886	1	losangeles
alexva	2322666	1	seattle
alexvan	3117412	1	crimea
alexvieth	3534688	1	montreal
alexvmo	395822	1	moscow
alexw2008	83911	1	sydney
alexwarrior	569829	1	vancouver
alexweh	3431222	1	berlin
alexwilly	583838	1	montreal
alexwyler	2253653	1	bayarea
alexxys	610755	2	crimea,moscow
alexy	296469	2	crimea,jerusalem
alexy-vid	426557	1	moscow
alexz3	2216201	2	kathmandu,vancouver
alexzieme	414649	1	barcelona
alexzipp	1758699	1	bayarea
alf50	43975	1	berlin
alfa4	68311	1	istanbul
alfa91	65128	3	haiti,seoul,sydney
alfabet	15622	1	london
alfatraining	789775	1	berlin
alfawulf	246257	1	berlin
alfies	641311	1	london
alfinitum	2189194	1	sydney
alfinofadjar	1960061	1	jakarta
alfletcher	581510	1	montreal
alfonsebrown	707841	1	paris
alfonso_	2325871	1	santiago
alfox007	1875962	1	bayarea
alfrattali	1240206	1	london
alfred comin	104959	1	barcelona
alfredhog	3475855	1	amsterdam
alfredio	23616	1	paris
alfrednordhaus	1658921	1	berlin
alfredo1902	536674	1	mexicocity
alfried5277	3240620	1	haiti
alga	10519	4	berlin,minsk,moscow,newyork
algefaen	60456	1	barcelona
algor_1	231407	1	moscow
algoretskaya	3301843	1	minsk
algorithminflux	3218266	1	montreal
algot	373695	2	crimea,moscow
algraebe	1332966	1	bayarea
algris_00	3000445	1	mexicocity
alguitar	153039	1	moscow
alhanaa	725822	1	jerusalem
alharaka	189564	2	cairo,haiti
ali chellah	2950212	1	paris
ali haydar	1745034	1	istanbul
ali68	3262697	1	haiti
aliaasaqa	1929539	1	jerusalem
aliaksandr1989	1779523	1	minsk
aliaksei	53495	2	minsk,moscow
alias10001	13540	6	bayarea,berlin,boston,jerusalem,paris,toronto
alias54	221892	1	paris
alibabashack	124416	1	berlin
alibi	44011	1	sydney
alice15ch	2865075	1	kathmandu
alice23	56986	2	berlin,istanbul
alicekuo	2803383	1	bayarea
aliceruby	1989709	1	barcelona
alicetDev	1674026	1	tokyo
alicetreuvey	2882468	1	kathmandu
aliciafarag	3522477	2	chicago,haiti
alicula	96752	2	amsterdam,berlin
alidemirtas	1573469	1	istanbul
alief	1894813	1	bayarea
aliegee	2835966	1	amsterdam
alien8	55703	1	london
aliencraft	850609	1	cyprus
alienff	556719	1	moscow
alif_prakoso17	810512	1	jakarta
aligarch	1589574	1	minsk
alignedleft	36956	1	bayarea
alik	134948	1	paris
alimamo	7213	5	lasvegas,losangeles,newyork,seattle,seoul
alimiranda	2821287	1	buenosaires
alina udodova	3337054	2	amsterdam,minsk
alina_elkina	2402219	1	moscow
alina_lukashevich	1848254	1	minsk
alinaalkhovik	1860069	1	minsk
aline carvalho	2229162	1	seattle
aline graupner	1589125	1	berlin
alioglu	1482276	1	istanbul
aliponte	384060	2	berlin,cyprus
aliq	2432843	1	moscow
aliramachado	3216090	1	buenosaires
alirezahagh	127878	1	paris
alisha shaikh	2482621	1	mumbai
alisha577	3336224	1	moscow
alisonjoymiller	1765465	2	newyork,seattle
alissa_yalta	1566080	1	crimea
alistairas	331413	1	london
alistaircom	2631411	2	cyprus,haiti
alittle	2638394	1	haiti
aliyu suleiman	1232663	1	cairo
alkab	30602	1	kathmandu
alkaline9	1883534	1	seattle
alkari	1702739	1	minsk
alkesh	232500	1	london
alkhishali280494	352016	1	london
alkims	2316421	2	kathmandu,seattle
alkino	510085	1	paris
alkmay	81543	1	moscow
alkt	1026276	1	paris
alkz	2373696	1	mexicocity
all_names_were_taken	1870045	1	paris
allandaly	2100843	1	bayarea
allanlasser	3349705	1	newyork
allanlewis	98687	1	london
allanodhiambo	618618	1	nairobi
allanp	34111	1	toronto
allanp5	544053	1	london
allanrimban	3123140	1	bayarea
allcitycabs	2063812	1	losangeles
alldayiwonder	2375827	1	newyork
allemahesh	1854528	1	mumbai
allenschohle	1761770	1	jerusalem
allesquarks	133062	1	berlin
alleyandy	528664	1	boston
allfred	361352	1	berlin
allianz-peter	1909820	1	berlin
alliem94	3307326	1	newyork
allier	2110188	1	paris
alllllll	381608	1	sydney
allmessedup	230034	1	boston
allmusicinc	1924202	1	newyork
allo35	875682	1	douala
allonai	2901109	1	santiago
alloneornone	1429627	1	newyork
allotmentdata	534214	1	manchester
allrlondon	3035522	1	london
allstarlimofleet	2568697	1	bayarea
allthesignals	1705646	1	boston
ally78180	1948770	1	paris
allycelones	1295636	1	santiago
all골프	2552321	2	moscow,seoul
alm10965	2001868	1	berlin
almacg	551104	1	london
almadana	311228	1	montevideo
almail	484538	1	berlin
almakby	2283895	1	minsk
almalygin	708760	1	moscow
alman	401943	1	cyprus
almartin	623847	1	newyork
almartini	1272784	1	berlin
almaz	230079	1	moscow
almegdadi	1486857	1	jerusalem
almenan	1631514	1	mexicocity
almereyda	506799	1	berlin
almich	129531	6	auckland,haiti,losangeles,mexicocity,montreal,toronto
almiki	927001	2	boston,newyork
alming	1844231	1	paris
almoba	2025612	1	mexicocity
almohor	2127330	1	jerusalem
almost witty	613446	1	london
almostsquare	243596	1	bayarea
alnitrik	587523	1	paris
alo12	682641	1	newyork
alod	398434	1	moscow
aloe01	2033130	1	miami
aloeds	1096989	1	newyork
aloha602	1160603	1	moscow
aloise	404860	1	crimea
aloisita	745770	1	santiago
alojmm	1778987	1	boston
alonr	2015078	1	jerusalem
alonsofox	2741057	1	buenosaires
alonsorivero	452996	1	mexicocity
alovell	30150	2	amsterdam,london
aloxmtl	2852314	1	montreal
alpalpa	344132	1	moscow
alpax	93338	1	vancouver
alpenblitz	485353	1	cyprus
alpenmurmeli	1592064	1	berlin
alper	154837	1	moscow
alperian	212045	1	istanbul
alpern	458695	1	paris
alpertron	466854	3	buenosaires,montevideo,santiago
alpesh	26674	1	mumbai
alpetrov1964	210080	1	jerusalem
alpha2424	358273	3	london,manchester,miami
alpha_centaur	2147244	1	istanbul
alphabetazebra	1231327	1	london
alphadrien	440083	1	paris
alphalpha	687957	1	berlin
alphapm	308063	1	toronto
alphax	313675	1	berlin
alphensebezorger	3403626	1	amsterdam
alpinekid	2967601	1	bayarea
alpman	364615	1	london
alpod	222328	1	moscow
alproot	2954454	1	crimea
alqudsmapping	1652561	1	jerusalem
alreinhardt	740186	1	berlin
alromain	2640052	1	yaounde
alsch	695606	1	berlin
alsina	388963	1	santiago
alsinore	360119	1	seoul
alsjdclkas8c9083	1788520	1	jerusalem
alspace	465605	1	auckland
alstuart	1868924	1	london
alsv	1338869	1	moscow
alsxm	3197150	1	seoul
altafrahman	2249098	1	bayarea
altair999	716062	1	crimea
altamarea	709550	1	london
altaworld	2018279	2	bayarea,losangeles
altay1992	404902	1	minsk
alterain	714383	2	london,manchester
altermind	398151	3	auckland,sydney,vancouver
altf5rikap	1880051	1	losangeles
althealyness	2875853	1	kathmandu
althio	2381194	3	amsterdam,nairobi,paris
altic	1443368	1	paris
altillu	566378	1	barcelona
altimo	2893043	1	crimea
altmann	339408	1	berlin
altmany	554299	1	jerusalem
altmetallfanatiker	2201722	1	berlin
altmeyer	1956150	1	berlin
altmind	123604	1	minsk
altor	257473	1	paris
altostratus	2871113	1	kathmandu
altreinickendorf	2932104	1	berlin
altrevolte	497456	1	amsterdam
altrix	665650	1	minsk
altruest	580902	1	toronto
altsky	1878690	1	berlin
altstadtspandau	2926878	1	berlin
altukhovs	1237979	1	crimea
alubiker	535555	1	berlin
alucardjulian	1802124	1	buenosaires
aluka	16330	17	barcelona,bayarea,berlin,boston,buenosaires,crimea,haiti,jerusalem,kathmandu,london,losangeles,moscow,paris,rio,sydney,tokyo,vancouver
alukasik	2845259	1	bayarea
aluld825	2837074	1	haiti
alux	1217011	2	london,manchester
alv	4660	5	amsterdam,berlin,chicago,haiti,london
alvan736	1795637	2	miami,newyork
alvarez92	3393634	1	rio
alvarezgalante	1696497	1	buenosaires
alvaro	134627	1	santiago
alvaro melo	1950681	1	rio
alvaro-r	2374387	1	santiago
alvarohoro	366350	1	rio
alvaroveira	648768	1	montevideo
alvarr	570005	1	barcelona
alver	217148	1	paris
alvgarci	329076	1	montevideo
alvordld	96991	1	bayarea
always4anil	827481	1	kathmandu
always4janak	871728	1	kathmandu
alwi	75127	1	berlin
alwi wijaya	1755676	1	jakarta
alwillis	2309306	1	boston
alx	138038	4	crimea,london,minsk,moscow
alx211	3151271	1	paris
alxg	171544	1	mexicocity
alxm	1935374	1	jerusalem
alxndr1	1938472	1	amsterdam
alxp	1844286	1	bayarea
alxwrght	627229	1	cairo
alxx	296076	1	sydney
alxyanez	1605446	1	mexicocity
alySaleh	600836	1	cairo
alyssa	224350	1	haiti
alzhong	2865884	1	kathmandu
am-bar	973955	1	moscow
am116	3404311	1	nairobi
am577	2709445	1	haiti
am71	1189954	1	jerusalem
amIdoingthisright	3346571	2	boston,losangeles
am_r	2820639	1	cairo
amaarse	564592	1	amsterdam
amacbeth	521882	1	boston
amackenz2048	1883404	1	boston
amadels	433472	1	boston
amadeujr	38755	1	rio
amadeus-m	60771	1	berlin
amadkor	614268	1	cairo
amado olmos	518992	1	buenosaires
amadorro	2476038	1	barcelona
amadoux	704730	1	paris
amadylan	2198992	1	tokyo
amago	2532202	1	moscow
amai	16922	1	jakarta
amaisel	1979415	1	berlin
amak	262551	2	moscow,tokyo
amake	122403	1	tokyo
amalaint	1232533	1	kathmandu
amalex	362920	1	minsk
amalon	140789	2	london,manchester
amalpeyre	315905	1	paris
amana	904961	1	toronto
amandab	997046	1	berlin
amandaciemniecki	1037423	1	newyork
amandagagliano	1791071	1	montreal
amandaluten	1874812	1	seattle
amandamacnab	1789836	1	chicago
amandanectar	2875163	1	kathmandu
amanfromuncle	360652	1	jerusalem
amanjee	1827375	1	bayarea
amano426	62054	1	tokyo
amanolab	2048392	1	tokyo
amanpassa3600	2496075	1	london
amapem	336730	1	paris
amaper	409816	1	london
